owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
evanshortiss,env-var,no status,"Verification, sanitization, and type coercion for environment variables in Node.js",5/20/2024,https://github.com/evanshortiss/env-var,,4,0%,10,"JavaScript, TypeScript",2,594,"evanshortiss, maistho, noamokman"
browserify,syntax-error,no status,detect and report syntax errors in source code strings,no commits,https://github.com/browserify/syntax-error,,10,0%,8,JavaScript,0,80,
npm,proggy,no status,Progress bar updates at a distance,9/24/2024,https://github.com/npm/proggy,,9,0%,2,JavaScript,6,15,"hashtagchris, reggi, lukekarrys"
stdarg,is2,no status,A type-checking module for node.js to test values and types. Does not throw exceptions.,no commits,https://github.com/stdarg/is2,,0,0%,1,JavaScript,0,10,
sindresorhus,package-config,no status,Get namespaced config from the closest package.json,no commits,https://github.com/sindresorhus/package-config,,13,0%,10,"JavaScript, TypeScript",0,121,
sindresorhus,clipboardy,no status,Access the system clipboard (copy/paste),no commits,https://github.com/sindresorhus/clipboardy,,12,0%,10,"JavaScript, TypeScript",0,1816,
octokit,webhooks,no status,"machine-readable, always up-to-date GitHub Webhooks specifications",10/3/2024,https://github.com/octokit/webhooks,,8,0%,10,"TypeScript, JavaScript",6,234,"jsoref, octokitbot, emeraldsanto, wolfy1339, aarondewes, pascal-botpress"
gulpjs,bach,no status,Compose your async functions with elegance.,no commits,https://github.com/gulpjs/bach,,11,0%,10,JavaScript,0,135,
scottcorgan,tap-spec,no status,Formatted TAP output like Mocha's spec reporter,no commits,https://github.com/scottcorgan/tap-spec,,0,0%,10,JavaScript,0,283,
npm,npm-profile,no status,Make changes to your npmjs.com profile via cli or library,10/1/2024,https://github.com/npm/npm-profile,,9,0%,4,JavaScript,11,34,"hashtagchris, reggi, wraithgar, lukekarrys, milaninfy"
pubkey,oblivious-set,no status,Like a JavaScript Set() but with a TTL for entries,no commits,https://github.com/pubkey/oblivious-set,,3,0%,1,TypeScript,0,7,
niklasvh,css-line-break,no status,"A JavaScript library for Line Breaking and identifying Word Boundaries, implementing the Unicode Line Breaking Algorithm (UAX #14)",no commits,https://github.com/niklasvh/css-line-break,,0,0%,10,TypeScript,0,122,
niklasvh,utrie,no status,Unicode Trie,no commits,https://github.com/niklasvh/utrie,,0,0%,1,TypeScript,0,4,
naddison36,sol2uml,no status,Solidity contract visualisation tool,1/15/2025,https://github.com/naddison36/sol2uml,,4,0%,10,"JavaScript, TypeScript, Solidity, Shell",2,1123,naddison36
dankogai,js-base64,no status,Base64 implementation for JavaScript,6/16/2024,https://github.com/dankogai/js-base64,,10,0%,10,"HTML, JavaScript, Makefile, TypeScript",1,4296,dankogai
sindresorhus,file-url,no status,Convert a file path to a file URL: `unicorn.jpg` → `file:///Users/sindresorhus/unicorn.jpg`,4/1/2024,https://github.com/sindresorhus/file-url,,13,0%,7,"JavaScript, TypeScript",1,61,sindresorhus
tyxla,remove-accents,no status,"Removes the accents from a string, converting them to their non-accented corresponding characters.",no commits,https://github.com/tyxla/remove-accents,,1,0%,10,JavaScript,0,163,
brycebaril,through2-filter,no status,A through2 wrapper to create an Array.prototype.filter analog for streams,4/20/2024,https://github.com/brycebaril/through2-filter,,5,0%,4,JavaScript,2,35,brycebaril
browserify,insert-module-globals,no status,insert implicit module globals into a module-deps stream,no commits,https://github.com/browserify/insert-module-globals,,10,0%,3,JavaScript,0,26,
zertosh,nullthrows,no status,flow typed nullthrows,no commits,https://github.com/zertosh/nullthrows,,6,0%,2,"JavaScript, TypeScript",0,17,
ipld,js-ipld-raw,no status,JavaScript implementation of the IPLD raw format.,no commits,https://github.com/ipld/js-ipld-raw,,7,0%,1,JavaScript,0,5,
isaacs,promise-call-limit,no status,"Call an array of promise-returning functions, restricting concurrency to a specified limit.",9/8/2024,https://github.com/isaacs/promise-call-limit,,11,0%,3,TypeScript,1,25,isaacs
benjamn,wryware,no status,A collection of packages that are probably a little too clever. Use at your own wrisk.,no commits,https://github.com/benjamn/wryware,,9,0%,9,"JavaScript, TypeScript, Shell",0,88,
xz64,license-webpack-plugin,no status,Outputs licenses from 3rd party libraries to a file,no commits,https://github.com/xz64/license-webpack-plugin,,0,0%,10,"JavaScript, TypeScript",0,166,
nlkitai,nlux,no status,"The 𝗣𝗼𝘄𝗲𝗿𝗳𝘂𝗹 Conversational AI JavaScript Library 💬 — UI for any LLM, supporting LangChain / HuggingFace / Vercel AI, and more 🧡 React, Next.js, and plain JavaScript ⭐️",9/7/2024,https://github.com/nlkitai/nlux,https://docs.nlkit.com/nlux,8,0%,10,"TypeScript, CSS, JavaScript, Shell",107,1217,"lragnarsson, ehlovader, franciscomoretti, dchenk, mattparlane, aspirantzhang, somebodyawesome-dev, salmenus, divyeshradadiya"
vladshcherbin,rollup-plugin-copy,no status,Copy files and folders using Rollup,no commits,https://github.com/vladshcherbin/rollup-plugin-copy,,4,0%,10,JavaScript,0,271,
gulpjs,glogg,no status,Global logging utility.,3/23/2024,https://github.com/gulpjs/glogg,,11,0%,2,JavaScript,2,18,phated
csslint,parser-lib,no status,Collection of parsers written in JavaScript,no commits,https://github.com/csslint/parser-lib,http://www.nczonline.net/,8,0%,10,"HTML, JavaScript",0,291,
webdriverio,selenium-standalone,no status,"A Node.js based package and CLI library for launching Selenium with WebDrivers support (Chrome, Firefox, IE, Edge)",1/16/2025,https://github.com/webdriverio/selenium-standalone,https://webdriver.io,7,0%,10,"JavaScript, Shell, Dockerfile",11,913,"udarrr, wdio-bot, christian-bromann, seanpoulter, juancsch"
samthor,fast-text-encoding,no status,"Fast polyfill for TextEncoder and TextDecoder, only supports UTF-8",no commits,https://github.com/samthor/fast-text-encoding,,7,0%,10,"JavaScript, HTML, Shell",0,104,
medikoo,timers-ext,no status,Timers extensions,6/3/2024,https://github.com/medikoo/timers-ext,,8,0%,1,JavaScript,2,3,medikoo
malept,flatpak-bundler,no status,Node module for creating flatpaks.,no commits,https://github.com/malept/flatpak-bundler,,1,0%,1,"JavaScript, Shell",0,2,
sindresorhus,taskkill,no status,Wrapper for the Windows `taskkill` command. Ends one or more tasks or processes.,no commits,https://github.com/sindresorhus/taskkill,,13,0%,4,JavaScript,0,40,
octokit,plugin-throttling.js,no status,Octokit plugin for GitHub’s recommended request throttling,1/8/2025,https://github.com/octokit/plugin-throttling.js,,8,0%,10,"JavaScript, TypeScript",12,116,"kyleboyer, tenjaa, andarist, octokitbot, wolfy1339, jeffwidman, uzlopak, aarondewes"
sindresorhus,auto-bind,no status,Automatically bind methods to their class instance,no commits,https://github.com/sindresorhus/auto-bind,,13,0%,10,"JavaScript, TypeScript",0,460,
rich-harris,sourcemap-codec,no status,Encode/decode sourcemap mappings,no commits,https://github.com/rich-harris/sourcemap-codec,,13,0%,7,"JavaScript, TypeScript",0,69,
ipfs,js-ipfs-utils,no status,IPFS utils,3/22/2024,https://github.com/ipfs/js-ipfs-utils,,8,0%,3,JavaScript,1,22,web3-bot
omichelsen,compare-versions,no status,"Compare semver version strings to find which is greater, equal or lesser.",7/15/2024,https://github.com/omichelsen/compare-versions,,8,0%,10,TypeScript,2,613,omichelsen
mattgperry,hey-listen,no status,Dev-ex warning functions with added childhood flashbacks.,no commits,https://github.com/mattgperry/hey-listen,,13,0%,4,"TypeScript, JavaScript",0,33,
doowb,default-compare,no status,"Basic sort algorithm that has similar behavior to Array.prototype.sort for null and undefined, but also allows sorting by an object property.",no commits,https://github.com/doowb/default-compare,https://github.com/doowb/default-compare,7,0%,1,JavaScript,0,3,
leonsilicon,chmodrp,no status,`chmod -R` in Node with Promise API,no commits,https://github.com/leonsilicon/chmodrp,,6,0%,0,"JavaScript, TypeScript",0,0,
thlorenz,brace,no status,📔 browserify compatible version of the ace editor.,no commits,https://github.com/thlorenz/brace,http://thlorenz.github.io/brace/,8,0%,10,"JavaScript, CSS, HTML",0,1065,
peculiarventures,webcrypto-core,no status,A input validation layer for WebCrypto polyfills.,10/8/2024,https://github.com/peculiarventures/webcrypto-core,,7,0%,3,"TypeScript, JavaScript",3,29,microshine
nicolo-ribaudo,babel-preset-current-node-syntax,no status,A Babel preset that enables parsing of proposals supported by the current Node.js version.,8/13/2024,https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax,,11,0%,1,JavaScript,1,6,nicolo-ribaudo
adamrisberg,react-input-position,no status,"A React component that decorates it's children with mouse/touch position tracking, a status toggle fired by click/gesture events, and more.",no commits,https://github.com/adamrisberg/react-input-position,,0,0%,4,JavaScript,0,38,
medikoo,memoizee,no status,Complete memoize/cache solution for JavaScript,5/24/2024,https://github.com/medikoo/memoizee,,8,0%,10,JavaScript,3,1764,medikoo
react-bootstrap,prop-types-extra,no status,Additional PropTypes for React,no commits,https://github.com/react-bootstrap/prop-types-extra,,8,0%,3,JavaScript,0,26,
hughsk,clone-stats,no status,,no commits,https://github.com/hughsk/clone-stats,,0,0%,0,,,,
sazze,node-nanotime,no status,Current Time in Nanoseconds,no commits,https://github.com/sazze/node-nanotime,,0,0%,3,JavaScript,0,21,
juanelas,bigint-mod-arith,no status,Some extra functions to work with modular arithmetics using native JS implementation of BigInt.,no commits,https://github.com/juanelas/bigint-mod-arith,,0,0%,3,"JavaScript, TypeScript",0,23,
niklasvh,html2canvas,no status,Screenshots with JavaScript,no commits,https://github.com/niklasvh/html2canvas,https://html2canvas.hertzen.com/,0,0%,10,"JavaScript, HTML, CSS, TypeScript",0,31027,
octokit,oauth-methods.js,no status,Request methods to create and refresh user access tokens for OAuth and GitHub Apps,1/1/2025,https://github.com/octokit/oauth-methods.js,,8,0%,1,"TypeScript, JavaScript",6,6,"octokitbot, wolfy1339, aarondewes"
stablelib,stablelib,no status,A stable library of useful TypeScript/JavaScript code,1/3/2025,https://github.com/stablelib/stablelib,https://www.stablelib.com,9,0%,10,"TypeScript, JavaScript",3,188,dchest
gulpjs,gulp-cli,no status,Command Line Interface for gulp.,3/24/2024,https://github.com/gulpjs/gulp-cli,,10,0%,10,"JavaScript, Shell",6,405,"sttk, phated"
browserify,acorn-node,no status,"the acorn javascript parser, preloaded with plugins for syntax parity with recent node versions",no commits,https://github.com/browserify/acorn-node,,10,0%,2,JavaScript,0,13,
henningm,express-ws,no status,WebSocket endpoints for express applications,no commits,https://github.com/henningm/express-ws,,0,0%,10,JavaScript,0,883,
react-bootstrap,dom-helpers,no status,"tiny, extremely modular, DOM helper library for IE9+",no commits,https://github.com/react-bootstrap/dom-helpers,,8,0%,10,"JavaScript, TypeScript",0,403,
apollographql,graphql-tag,no status,A JavaScript template literal tag that parses GraphQL queries,no commits,https://github.com/apollographql/graphql-tag,,8,0%,10,"JavaScript, TypeScript",0,2333,
forbeslindesay,umd,no status,Universal Module Definition for use in automated build systems,no commits,https://github.com/forbeslindesay/umd,,5,0%,10,JavaScript,0,146,
swordev,merge,no status,,no commits,https://github.com/swordev/merge,,7,0%,10,"TypeScript, Shell",0,176,
auth0,node-jwa,no status,JSON Web Algorithms,no commits,https://github.com/auth0/node-jwa,http://tools.ietf.org/id/draft-ietf-jose-json-web-algorithms-08.html,0,0%,10,"JavaScript, Makefile",0,99,
haadcode,logplease,no status,Simple Javascript logger for Node.js and Browsers,no commits,https://github.com/haadcode/logplease,,7,0%,7,"JavaScript, HTML, Makefile",0,63,
thlorenz,exorcist,no status,Externalizes the source map found inside a stream to an external .js.map file,no commits,https://github.com/thlorenz/exorcist,https://www.patreon.com/bePatron?u=8663953,7,0%,10,"JavaScript, Shell, HTML",0,331,
nodejs,node-api-headers,no status,Repository used to make the N-API headers more accessible,10/29/2024,https://github.com/nodejs/node-api-headers,,10,0%,4,"C, JavaScript",6,34,"legendecas, kevineady, mhdawson"
alexcrist,json-to-pretty-yaml,no status,A node module to convert JSON to pretty YAML,no commits,https://github.com/alexcrist/json-to-pretty-yaml,,0,0%,2,JavaScript,0,15,
medikoo,cli-color,no status,Colors and formatting for the console,no commits,https://github.com/medikoo/cli-color,,8,0%,10,JavaScript,0,677,
lovell,sharp,no status,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",10/9/2024,https://github.com/lovell/sharp,https://sharp.pixelplumbing.com,12,0%,10,"Python, JavaScript, C++, Shell, C",42,29978,"yolopunk, ton11797, adriaanmeuris, kleisauke, calebmer, marcosc90, lovell, project0, sumitd2, happycollision, davidvaness, skyf0l, nkeynes, ike-gg, mertalev"
alanshaw,it-concat,no status,🥨 Concat all buffers/strings yielded from an async iterable into a single BufferList/string,4/17/2024,https://github.com/alanshaw/it-concat,,8,0%,1,TypeScript,1,1,semantic-release-bot
iden3,ffjavascript,no status,Finite Field Library in Javascript,10/12/2024,https://github.com/iden3/ffjavascript,,6,0%,6,JavaScript,8,54,"kolezhniuk, obrezhniev"
ianstormtaylor,superstruct,no status,A simple and composable way to validate data in JavaScript (and TypeScript).,9/27/2024,https://github.com/ianstormtaylor/superstruct,https://docs.superstructjs.org,10,0%,10,"JavaScript, TypeScript",9,6932,"houd1ni, arturmuller, joshuakgoldberg, yeoffrey"
goto-bus-stop,undeclared-identifiers,no status,find undeclared identifiers and property accesses in a javascript file.,no commits,https://github.com/goto-bus-stop/undeclared-identifiers,https://www.npmjs.com/package/undeclared-identifiers,4,0%,1,JavaScript,0,4,
unjs,listhen,no status,👂 Elegant HTTP Listener ,12/9/2024,https://github.com/unjs/listhen,,10,0%,10,"TypeScript, JavaScript",5,494,"markthree, iiio2, pi0, bobbiegoede"
dosentmatter,babel-plugin-const-enum,no status,Transform TypeScript `const` enums,no commits,https://github.com/dosentmatter/babel-plugin-const-enum,,0,0%,5,JavaScript,0,50,
sindresorhus,is-port-reachable,no status,Check if a local or remote port is reachable,no commits,https://github.com/sindresorhus/is-port-reachable,,12,0%,10,"JavaScript, TypeScript",0,110,
mhart,stringstream,no status,Encode and decode streams into string streams in node.js,4/23/2024,https://github.com/mhart/stringstream,,9,0%,3,JavaScript,1,27,mhart
jiangmiao,node-getopt,no status,Featured command line options parser.,no commits,https://github.com/jiangmiao/node-getopt,https://npmjs.org/package/node-getopt,0,0%,5,JavaScript,0,42,
gulpjs,findup-sync,no status,Find the first file matching a given pattern in the current directory or the nearest ancestor directory.,no commits,https://github.com/gulpjs/findup-sync,,11,0%,10,JavaScript,0,97,
nfroidure,svg-pathdata,no status,Parse SVG PathDatas,8/30/2024,https://github.com/nfroidure/svg-pathdata,,3,0%,10,"JavaScript, TypeScript",4,192,nfroidure
